yoruba,english
Ọjọ́ ti lọ lórí èrò yíyọ̀ lórí yìnyín — kíkun ihò ilẹ̀ sàfihàn àwọn arin yìnyín tó ti wà láti bí i 5000 BC!,The idea of skiing is very old — cave paintings depicting skiers date back as far as 5000 BC!
"Ṣiṣe ski lati oke giga delẹ, ti wa gẹgẹ bi ere idaraya lati bii sẹnturi 17th ati pe ni 1861, awọn ara Nọwe da ẹgbẹ ski idaraya akọkọ ni Ọstrelia.","Downhill skiing as a sport goes back to at least the 17th century, and in 1861 the first recreational ski club was opened by Norwegians in Australia."
"Irinkiri pelu Apo agbekoyin lati owo Ski: Eto yi ni a tun da pe ni ski ti odi ilu, irinkiri ski tabi irinse ski.","Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking."
"Ó farapẹ́ra ṣùgbọ́n ní ọ̀pọ̀ ìgbà kií lọ pẹ̀lú àrà ski alpine tàbí òkè gígùn, èyí tí ó kẹ́yìn máa wáye ní òkè tó ń yọ̀ tí ó sì nílò ohun tó tọ́ àti búùtù púpọ.","It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots."
Ronú ọ̀nà ìfò bí i ọ̀nà ìwàkè tí o mọ̀.,Think of the skiing route as of a similar hiking route.
Ní ipò tó dáa wàá lé de ibi tí ęsẹ̀ ò lè dé - ṣùgbọ́n kìí ṣe gbogbo ìgbà lo ma ri eré skiini kaa kiri ilu láìsí báàgì àgbékọ́ tó kún fún ojú ọ̀nà tí a ti ṣe lọ́ṣọ́.,In good conditions you will be able to cover somewhat greater distances than walking – but only very seldom you will get the speeds of cross country skiing without a heavy backpack in groomed tracks.
"Yúróòpù jẹ àkójọpò àwọn orilé-ẹ̀dẹ tó kèrè jọjọ sùgbọn pèlú ọ̀pọ̀lọpọ̀ orilé-ẹ̀dẹ olómìnira. Níwọn bí o ti yẹ kó rí, rírin ìrìn-àjò kàkàkiri ọ̀pọ̀lọpọ àwọn orilé-ẹ̀dẹ yìí túnmọ̀ sí gbígba ohun èlò ìwé ìwọ̀lú àti ìsàkóso ìwé ìrìnnà ní ọ̀pọ̀lọpọ ìgbá.","Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times."
"Agbegbe Sengeni, sugbon o n sise bii ilu oto ni owo yi.","The Schengen zone, however, works somewhat like one country in this respect."
"Nìwọ̀n ìgbà tí o bá dúró sí agbègbè yí, o lè rékọjá àwọn ẹnubodè láìsí àwọn àyẹ̀wò ìsakóso ìwé̀ ìrìnnà.","As long as you stay in this zone, you can generally cross borders without going through passport control checkpoints again."
"Bákanáà, nípa níní ìwé ìrìnnà Schengen , o kò nílò láti bèèrè fún ìwé ìrìnnà lọ sí àwọn orílẹ̀èdè tó jẹ́ ọmọ ẹgbẹ́ Schengen lọ́ọ̀tọtọ̀, nítorínà, wàá lè pa àkókò, owó àti àwọn àkójọ ìwé mọ́.","Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money and paperwork."
Kò sí ìtumọ̀ tí gbogbo èrò gbà àwọn ohun àkànṣe tí a lè pè ní ohun ini àtijọ́. Àwọn òṣìṣẹ́ owó orí ma ń sọ pé àwọn ohun ìni tóti pẹ́ tó ọdún 100.,There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.
"Àlàyé náà ní ìyàtọ̀ agbègbè, nibití ọjọ́ orí le kéré láwọn agbègbè bí i àríwá Amẹ́ríkà jú ti Yúròpù lọ.","The definition has geographic variations, where the age limit might be shorter in places such as North America than in Europe."
"Àwọn àgbéjáde iṣk ọwọ́ ni a lè pè ní ẹ̀ṣọ́ ilé, ṣùgbọ́n wọ́n kéré ju àwọn ọjà tó jọra wọn.","Handicraft products might be defined as antiques, though they are younger than similar mass-produced goods."
Sínsin ẹranko Reindeer jẹ́ pàtàkì sí ìgbésíayé àwọn Sami àti àṣà tó yí ìtajà ká náà se pàtàkì fọ́pọ̀ tó ní iṣẹ́ mìíràn.,Reindeer husbandry is an important livelihood among the Sámi and the culture surrounding the trade is important also for many with other professions.
"Kódà nínú ìse pàápàá, kìí se gbogbo Sami ló ti lọ́wọ́ nínú ọ̀sìn aládàńlá ẹranko reindeer, sùgbọ́n wọ́n ń gbé láti pípẹja, ọdẹ síse àti ohun tí ó jọ èyí , níní Reindeer gẹ́gẹ́ bí eranko ìpamọ́.","Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals."
"Lóni ọ̀pọ̀ Sámì n ṣiṣẹ́ ní òwò ìgbàlódẹ́. Òwò ìbẹ̀wò jẹ́ owó pàtàkì tón wọlé ní Sapmi, agbègbè Sámì.","Today many Sámi work in modern trades. Tourism is an important income in Sápmi, the Sámi area."
"Lóòótọ́ ni pé wọ́n ń lò ó káàkiri, pàápàá láàárín àwọn tí kìí ṣe Romani, ọ̀rọ̀ yìí “Gypsy” ní wọ́n máa ń ri bí ọ̀rọ̀ àbùkù, nítorí bí o ti ṣe so pọ̀ mọ́ ìgbàgbọ́ àtọwọ́dọ́wọ́ tí kò dára àti ojúwòye tí kò tọ̀nà tí wọn fi ń wo àwọn ará Romani","Though it is widely used, especially among non-Romani, the word ""Gypsy"" is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people."
"Ti orile ede ti o ba fe se abewo si ba je eyi ti won ti se imoran irin ajo fun, o le koba eto adojutofo ti ilera tabi ti fifagi le irinajo re.","If the country you will be visiting becomes subject to a travel advisory, your travel health insurance or your trip cancellation insurance may be affected."
"O tún lè fẹ́ láti bèèrè fún ìmọ̀ràn ìjọba yàtọ̀ sí tìrẹ, sùgbọ́n àmọ̀ràn wà fún àwọn ará ìlú.","You may also wish to consult the advice of governments other than your own, but their advice is designed for their citizens."
"Fun apere, awon omo ilu Amerika ni Apa Ila Orun Arin le ni iriri to yato si ti awon ara Yuropi tabi Arabu.","As one example, American citizens in the Middle East might face different situations from Europeans or Arabs."
Ìmọ̀ran jẹ̀ ìjúwé ránpé ọ̀rọ̀ òṣèlú ní ìlú.,Advisories are merely a brief summary of the political situation in one country.
"Àwọn ìwòye tí wọ́n gbé kalẹ̀ lọ́pọ̀ ìgbà kì í kún tó, ó má ń jẹ́ ti gbogbogbò tàbí kó ti rọrùn jù tí a bá gbé e ti àwọn àlàyé tó kún rẹ́rẹ́ níbòmíràn.","The views presented are often cursory, general and oversimplified compared to the more detailed information available elsewhere."
"Oju ọjọ́́ tomu gidi ni oruko ti a n pe gbogbo kàyéfì oju ojo to lewu to le fa ìjàmbá pupo, da àwùjọ rú, tàbí fa ìpàdánù ẹ̀mí.","Severe weather is the generic term for any dangerous weather phenomenon with the potential to cause damage, serious social disruption, or loss of human life."
"Ojú ọjọ́ tóle lè Ṣẹlẹ̀ níbikíbi ní ayé ó dẹ̀ pé orísí o dá lórí bi agbègbè naa Ṣe rí, bí iyẹ̀pẹ̀ Ṣe rí àti bí afẹ́fẹ́ Ṣe rí.","Severe weather can occur anywhere in the world, and there are different types of it, which can depend on geography, topography, and atmospheric conditions."
"Iji lile, yinyin, ojo arooroda, ina inu papa jijo je orisi ona ti a fi n se afihan aida oju ojo, beeni ara sisan, efuufu, omi seleru ati afefe lile.","High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones."
"Agbègbè àti àkókò ojú ọjọ́ tó lágbára nínú èyí ti ìjì líle, yìnyín àti ìji eléruku wà.","Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms."
Wọ́n tí gba àwọn arìnrìn àjò ní mọ̀ràn láti ṣọ́ra fún ewu ojú ọja tó lè ní ipa ní agbègbè wọ́n nítorí ó lè ní ipa fún ènikẹni tó bá ní ètò láti rìnrìn àjò.,Travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans.
Ẹnikẹ́ni tí ó bá ń gbèrò láti ṣeré lọ sí ìlú tí a lè pè ní ojú ogun gbọdọ̀ ní imọ̀ ọ̀tọ̀ gbá.,Anyone planning a visit to a country that could be considered a war zone should get professional training.
Ìwárí lórí íntánẹ̀ẹ́tì fún 'ẹ̀kọ́ agbègbè' ma pèsè àdírksì ilé iṣẹ́ agbègbè.,A search of the Internet for 'Hostile environment course' will probably provide the address of a local company.
"Ètò ẹ̀kọ́ kan yíò kárí gbogbo ìṣẹ̀lẹ̀ tí wọ́n pẹ̀kẹ́lù níbí fún ẹ̀kúnrẹ́rẹ́ tó ga, lọ́pọ̀ ìgbà pẹ̀lú ìrírí oníse.","A course will normally cover all the issues discussed here in far greater detail, usually with practical experience."
"Ẹ̀kọ́ ma n lọ fún ọjọ́ 2-5 o dẹ̀ ma n ní eré àpẹrẹ ṣíṣe, ìwòsàn àkókò púpọ̀ àti ẹkọ́ irin ogun nígbà miin.","A course will normally be from 2-5 days and will involve role play, a lot of first aid and sometimes weapons training."
Àwọn ìwé àti ìwé magasini tó níṣe pẹ̀lú yíye aginju wọ́pọ̀ ṣúgà itejade tó níṣe pẹ̀lú agbègbè ogun ò pọ̀.,"Books and magazines dealing with wilderness survival are common, but publications dealing with war zones are few."
Àwọn arìnrìn àjò tí wọ́n ṣètò láti ṣe sex reassignment surgery ní òkè òkun ma ridájú pé wọ́n mú àwọn ìwé àkọsílẹ̀ tó péye dáni fún àti padà wálé.,Voyagers planning sex reassignment surgery abroad must ensure they're carrying valid documents for the return trip.
Ìmúrasílè àwọn ìjọba láti fàyè gba ìwẹ́ ìrinnà tí kò sàfihàn bóyá akọ yálà abo (X) tàbí àwọn ìwẹ isẹ́ tó pójúòsùwòn ní ìbámu pèlú orúko àti takọ-tabo yàtọ̀.,The willingness of governments to issue passports with gender not stated (X) or documents updated to match a desired name and gender varies.
Ìfẹ́ ìjọba ilẹ̀ òkèrè láti yẹ́ ìwé àṣẹ yìí sí kìí ṣe nǹkan bàbàr.,Willingness of foreign governments to honour these documents is just as widely variable.
"Ṣíṣe àyẹ̀wò ní ibi ìdádúró àwọn ọlọ́pàá náà ti wá di àyọjúràn gbáà in sáà ọjọ́ kọkànlá, lẹ́yìn – osù kọkànlá, ọdún 2001.","Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era."
Àwọn èèyàn tó ń dúró fún iṣẹ́ abẹ ìpàrọ̀ ẹ̀dá má se retí àti kọjá ẹ̀rọ àyẹ̀wò pẹ̀lú iyì àti àdámọ́ wọn.,Pre-operative transgender people should not expect to pass through the scanners with their privacy and dignity intact.
"Ìjì omi jẹ́ ṣíṣàn omi tó n padà láti ríru omi tó já bò láti etí ọ̀sà, sába ní rífù àbí bákanáà.","Rip currents are the returning flow from waves breaking off the beach, often at a reef or similar."
"Torí topọ́lọ́jì abẹ́ omi ṣíṣàn padàwá dárogún sí àwọn apá kán tó jìn, ṣíṣàn tó ṣe kía lọ sí omi jíjìn lè dáwà síbẹ̀.","Due to the underwater topology the return flow is concentrated at a few deeper sections, and a fast current to deep water may form there."
"Agara látàrí ìgbìyànjú láti lúwẹ̀ pada ṣẹ́yìn, ní ẹ̀yí tó ṣe é́ ṣe kó se okùnfà ọ̀pọ̀ àwọn ikú.","Most deaths happen as result of fatigue trying to swim back against the current, which may be impossible."
"Ní kẹ́tẹ́ ti o ba ti kúrò nínú ìjì, wíwẹ odò padà kí jé ìnira mo lọ̀pọ́ ìgbà.","As soon as you get out of the current, swimming back is no more difficult than normally."
"Gbìyànjú kí o fi ojú sun ibìkan tí wọ́n kò ti ní ká ọ mọ́ tàbí lórí ipa rẹ àti lórí bóyá wọ́n lè se àkíyèsí rẹ, o lè dúró fún ìdóòlà.","Try aiming somewhere where you are not caught again or, depending on your skills and on whether you have been noticed, you might want to wait for rescue."
"Àtún gbéwọlé lójijì ma ń tètè wáyé ju ǹkan òjijì lọ (abala ìgbádùn lẹ́yìn ìgbeyàwó kò pọ̀) ó ma ń pẹ́, ò sì ma ń le.","Re-entry shock comes on sooner than culture shock (there's less of a honeymoon phase), lasts longer, and can be more severe."
"Àwọn arìnrìnàjò tó rọrùn fún láti sàmúnlò àṣà tuntun, nígbà míràn wọ́n má a ni àkókò lile láti lè sàmúnlò àṣà ìbílẹ̀.",Travellers who had an easy time adjusting to the new culture sometimes have a particularly hard time readjusting to their native culture.
"Bi o se n pada lo ile leyin to ti gbe oke okun, o ti yiwa pada si asa titun o de ti padanu awon isesi re to wa lati asa ile re.","When returning home after living abroad, you've adapted to the new culture and lost some of your habits from your home culture."
"Tí o bá lọ sí ilẹ̀ òkèrè fún ìgbà àkọ́kọ́, àwọn ènìyàn lè ṣe sùúrù pẹ̀lú ẹ, nítorí wọn mọ̀ pé àwọn arìnrìnàjò ní orílẹ̀ èdè tuntun nílò láti farasinl.","When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt."
Àwọn ènìyàn lè má ms pé ṣùúrù àti ìmọ̀ jẹ́ ǹkan pàtàkì fún àwọn tó rìnrìn àjò bọ̀ wá sílẹ̀.,People may not anticipate that patience and understanding are also necessary for travellers returning home.
Ìró pírámìdì àti àfihàn iná jẹ́ òkan lára àwọn ǹkan tó múnú àwọn ọmọdẹ́ dùn jù lágbàgbẹ̀ yí.,The pyramid sound and light show is one of the most interesting things in the area for kids.
O lè rí àwọn pírámìdì yìí nínú òkùnkùn o sì tún le rí wọn ní ídákérọ́rọ́ kí eré náà tó bẹ̀rẹ̀ .,You can see the pyramids in the dark and you can see them in silence before the show begins.
O ma ń gbọ́ ìró àwọn oníràn afẹ́ àtàwọn òǹtàjà. Ìtàn ohun àti iná dàbi ìwé ìtàn.,Usually you always here the sound of tourists and vendors. The story of the sound and light is just like a story book.
Sphinx ni a lò fi se ìtàgé àti olùsọ ìtàn tó gùn.,The Sphinx is set as the backdrop and the narrator of a long story.
Àfihàn àwọn ìwòye di mímọ̀ lórí àwọnn pírámìdì àti wípé onírúurú pírámìdì ma ń tan iná sóke.,The scenes are displayed on the pyramids and the different pyramids are lit up.
"Erekuṣu Guusu Shetland, eyi ti a ṣe awari rẹ ni 1819, ni ọpọlọpọ orilẹ ede sọ wipe awọn ni awọn ni ti wọn si ni ipile ti o pọ ju, pẹlu bi mẹrindinlogun ṣe n ṣiṣẹ ni 2020.","South Shetland Islands, discovered in 1819, are claimed by several nations and have the most bases, with sixteen active in 2020."
Awon asipelago wan i 120 km apa Arewa Peninsula. Irekusu Oba Jooji to tobi ju wa ni ile Ile Nla La Estrelasi.,The archipelago lies 120 km north of the Peninsula. The largest is King George Island with the settlement of Villa Las Estrellas.
Apeere awon omiran je Irekusu Livinstini ati Etan ibi yi kldera fokeno to si n sise pese ebute abayeda to je iyalenu.,"Others include Livingston Island, and Deception where the flooded caldera of a still-active volcano provides a spectacular natural harbour."
"Ile Eliswori ni ile to wa ni apa guusu Irekusu, tii Okun Belingisausini yika.","Ellsworth Land is the region south of the Peninsula, bounded by the Bellingshausen Sea."
"Àwọn òkè ilẹ̀ Peninsula ti darapọ̀ di to ní ìpele, ó tún wá parapọ̀ di òkè alásopọ̀ ti oníkìlómítà ọ̀tàlélọ́dọ̀ọ́rún ti àwọn òkè Elisworth, èyí tí Minnesota Glacier pín sí méjì.","The mountains of the Peninsula here merge into the plateau, then re-emerge to form the 360 km chain of the Ellsworth Mountains, bisected by the Minnesota Glacier."
"Ní apá Àríwá tàbí Sentinel Range ni Antarctica tí ó jẹ́ àwọn òkè tí ó ga jù, Vinson Massif, ga to ìwọ̀n maili ọ̀rìnlé ní ẹgbẹ̀rún mẹ́rin àti méjìléláàdórùn ún Òke Vinson.","The northern part or Sentinel Range has Antarctica's highest mountains, the Vinson Massif, peaking at 4892 m Mount Vinson."
"Ní àwọn ìgbèríko láìsí ẹ̀rọ alágbèéká, fóònù ẹ̀rọ sátálàìtì lè jẹ́ ọ̀nà kan ṣoṣo fún ọ.","In remote locations, without cell phone coverage, a satellite phone may be your only option."
"Ero ibanisoro oni satelaiti ko wa lati dipo ero ibanisoro adagbe nigbagbogbo, nitori pe o ni lati wa nita gbangba koo de ma foju ri satelaiti bayi, ki o to le fi pe.","A satellite phone is not generally a replacement for a mobile phone, as you have to be outdoors with clear line of sight to the satellite to make a phone call."
"Ìgbọ́jàlọ ló ma ń lo ìpèsè náà dáadáá, pẹ̀lú pleasure craft, àti ìrín àjò tó ní détà àti ohùn.","The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs."
O ye ki alamojuto ero ibanisoro re ni agbegbe ibile re le fun o ni alaye to kuna nipa lilo eto won.,Your local telephone service provider should be able to give more information about connecting to this service.
"Àwọn ohun tí àwọn ènìyàn ń ṣe jùlọ̀ báyìí, ìyẹn fún ẹni tí ó bá ní ìpinnu láti ní ìsinmi àárín ọdún ní láti rín ìrìn àjò, kó sì kẹ́kọ̀ọ.",An increasingly more popular option for those planning a gap-year is to travel and learn.
"Èyí ló gbajúmọ̀ jù láàrin àwọn tó ti fi iléẹ̀kọ́ sílẹ̀, èyí tó fún wọn láàyè àti gba ààyè ọdún kan sáájú iléẹ̀kọ́ gíga fásitì,láláì gbégirénà ètò ẹ̀kọ́ wọn.","This is especially popular with school leavers, allowing them to take a year out before university, without compromising their education."
"Ni opolopo igba, fifi oruko sile fun iwe kika olodun kan ni ilu oba le je ona si igbega lati koja si ile iwe giga nigba to ba pada si orile’de abinibi re.","In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country."
"Lóní déédé, owó ikẹ́ẹ̀kẹ́ yíò wà lórí àwọn ètò ẹ̀kọ́ wọ̀nyí.",Typically there will be a tuition fee to enroll in these educational programs.
"Finlandi jẹ ibi tó dára fún wíwa ọkọ̀ ojú omi. Ilẹ̀ tó ní ègbègbé odò kékeré ó ní ègbegbè irékùsù náà, ní àwọn odò kékeré àti ní asipelago elété omi.","Finland is a great boating destination. The ""Land of a thousand lakes"" has thousands of islands too, in the lakes and in the coastal archipelagos."
"Nínu archipelagos àti lakes, o kò fi taratara nílò yacht.",In the archipelagos and lakes you do not necessarily need a yacht.
"Lóòótọ́, àwọn etí òkun archipelagos àti omi adágún tó tóbi jùlọ tóbi lóòótọ́ fún ọkọ̀ ìgbafẹ́ ojú omi, àwọn ọkọ̀ ojú omi kéékèké tàbí pé ó ń pèsè ìrírí ọ̀tọ̀.","Although the coastal archipelagos and the biggest lakes are indeed big enough for any yacht, smaller boats or even a kayak offer a different experience."
"Wíwọ ọkọ̀-ojú omi jẹ ìsẹẹsí àsèyìnwá ní Orílè-èdè Finland, pèlú ọkọ̀-ojú omi kan si ènìyàn mẹjẹ tàbí mẹjọ.","Boating is a national pastime in Finland, with a boat to every seven or eight people."
"Èyí sẹ déédéé pẹ̀lú ilẹ̀ Norway, Sweden àti New Zealand, àmó ó jẹ́ alílẹ́gbé (fún àpẹẹrẹ bí nọ́mbà Netherlands nàa jé ọkan sí ọgójì).","This is matched by Norway, Sweden and New Zealand, but otherwise quite unique (e.g. in the Netherlands the figure is one to forty)."
"Púpọ̀ nínú àwọn àpẹrẹ gbòógi ọkọ̀ ìgbafẹ ojú omi Baltic ni àlékún ìdúró ní St. Petersburg, Russia.","Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia."
Eyi tumọ si wipe o le lọ ri ilu onitan naa fun ọjọ meji dọgba to ba de waa pada ninu ọkọ oju omi lalẹ ti o tun maa sun sibẹ.,This means you can visit the historic city for a couple of full days while returning and sleeping on the ship at night.
"Bí o bá má ń lo apwọn ohun ìrìnnà ojú omi nìkan lọ sí ìlà omi, o kò ní lílò ìwé ìrìnnà mọ̀tọ̀. (fún ọdún 2009.",If you only go ashore using shipboard excursions you will not need a separate visa (as of 2009).
"Àwọn ọkọ̀ ìgbafẹ́ ojú omi sàfihàn ìlú Berlin, Germany nínú ìwé ìléwọ́. Gẹ́gẹ́ bí o ti ríi nínú áwòrán atọ́ka ayé, Ìlú Berlin kò sí ní agbègbè òkun àti pé ìbẹ̀wò sí ìlú náà kò sí nínú owó ọkọ̀ ojú omi.","Some cruises feature Berlin, Germany in the brochures. As you can see from the map above Berlin is no where near the sea and a visit to the city is not included in the price of the cruise."
"Ìriìn àjò nínú ọkọ̀ òfuruufú lẹ jẹ ìrírí ìjayà fún èyàn lóórẹkóórẹ, pàápàá júlọ tó bá jẹ pé wọn kò tìí fò télè tàbí wọn ti ní ìrírí tó banilérù.","Travelling by plane can be a scary experience for people of all ages and backgrounds, particularly if they've not flown before or have experienced a traumatic event."
Kìi ṣe nkan ojútíti: kò yàtọ̀ sí àwọn ẹ̀rù bíbà àti ìkórira tí àwọn èyàn púpọ̀ ma n ní.,It is not something to be ashamed of: it is no different from the personal fears and dislikes of other things that very many people have.
"Fún àwọn kan ẹ̀kọ nípa bí àwọn ọkọ̀ ofurufu kan ṣe má n ṣiṣẹ́ pẹ̀lú nkan tó ma n ṣẹ́lẹ̀ nígbàtí ó n fò, lè bá wọn ṣẹ́gun ẹ̀rù bíbà tí ìpilẹ̀ rẹ̀ jẹ́ nkan àìmọ̀ tàbi àìlèṣàkóso.","For some, understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control."
"Àwọn ilé iṣẹ́ tó ń fi ọjà/ẹrù ránṣẹ́ maha ń pa owó iyebíye láti fi nǹkan ránṣẹ́ ní kíakía. Lọ́pọ̀ ìgbà àsìkò ṣe pàtàkì púpọ̀ pẹ́lù àwọn ìwé ìdókowò, ọjà tàbí àwọn ẹ̀yà ara tí wọ́n fi tún nǹkan ṣe ní kíákíá.","Courier companies are well paid for delivering things quickly. Frequently, time is very important with business documents, merchandise or spare parts for an urgent repair."
"Ní àwọn òpópónà kan, àwọn ilé iṣẹ́ ńlánlá ní ọkọ̀ ojú òfurufú wọn, ṣùgbọ́n ní àwọn òpópónà míràn àti ní àwọn ilé iṣẹ́ kékèké, wàhálà wà.","On some routes, the larger companies have their own planes, but for other routes and smaller firms there was a problem."
"Tí wọ́n bá fi ǹkan ránṣẹ́ nípa lílo ọkọ̀ òfurufú, ní àwọn ọ̀nà kan o lè gbà ọjọ́ díẹ̀ láti gbà ọ̀dọ̀ àwọn ọlọ́pàá ojú ọ̀nà ìrìn àjò.","If they sent things by air freight, on some routes it may have taken days to get through unloading and customs."
"Ona kan soso ti a le fi tete gbe wa ni ki a firanse gege bii eru ti won ti yewo. Awon ofin oko ofurufu o ni je ka fi eru ranse lai si onirinajo, ibe ni iwo ti ma buy.","The only way to get it through faster was to send it as checked luggage. Airline regulations will not allow them to send luggage without a passenger, which is where you come in."
Ọ̀nà tí ó hànde jù láti gbé ọkọ̀ ojú òfúrufú fò ní kílàsì àkọ́kọ́ tàbí to ní olókoòwò ni láti mún owó tó jọjú jáde fún àǹfàní náà (tàbí èyí tí ó dára jù ni kí ó jẹ́ kí ilé iṣẹ́ rẹ̀ kó bá a se).,"The obvious way of flying in first or business class is to fork out a thick wad of money for the privilege (or, better yet, get your company to do it for you)."
"Síbèsíbè, èyí kò jẹ olówó póókú: gẹ́gẹ́ bí òfin oríowó, ní ìrètí làti san tó ìlọ́pó mẹrin ówó ìrinàjò mèúnù fún ti onísòwò, áti ìlọ́po mọ́kànlá fún ìpín kínní.","However, this does not come cheap: as rough rules of thumb, you can expect to pay up to four times the normal economy fare for business, and eleven times for first class!"
"Lákòótán, kòsí ǹkankan nínu wíwá ẹ̀dínwó fún òwò tàbí ìjókòó olówó ńlá ní ọkọ̀ òfurufù tó ń lọ tààrà láti A sí B.","Generally speaking, there is no point in even looking for discounts for business or first-class seats on direct flights from A to B."
"Àwọn ilẹ́ isẹ́ ọkọ̀ òfurufú mọ̀ dájú wípẹ́ àwọn ẹgbẹ́ arìnrìn àjò òfurufú tí wọ́n setán láti san ọ̀pọ̀lọpọ̀ owó dọ́là fún ànfànì láti dẹ ibikíbi ní kíákíá àti pèlú ìrọ̀rùn, wọn si máà n gba ìdẹ́yẹlẹ́ tó bójúmu.","Airlines know well that there is a certain core group of flyers who are willing to pay top dollar for the privilege of getting somewhere fast and in comfort, and charge accordingly."
"Ìpínlẹ̀ Moldova jẹ́ Chisinau. Èdè abínibí wọn ni Romanian, ṣùgbọ́n wọ́n ma ń lo èdè Russia jù.","The capital of Moldova is Chişinău. The local language is Romanian, but Russian is widely used."
Moldova jẹ olómìnira ílu tó ní ọ̀pọ̀ èyà tí o tí dojúkọ ìjà ẹléyàmẹ̀yà.,Moldova is a multi-ethnic republic that has suffered from ethnic conflict.
"Ní ọdún 1994, ìjà yìí yọrí sí ìdásílẹ̀ ilẹ̀ olómìnira Transnistrialẹ́kùn gúúsù Moldova, èyí tó ní ìjọba tara rẹ̀ àti owó wọn, àmọ́ orílẹ̀ tó jẹ́ ọmọ ẹgbẹ́ àjọ UN.","In 1994, this conflict led to the creation of the self-proclaimed Transnistria Republic in eastern Moldova, which has its own government and currency but is not recognised by any UN member country."
"Àtúnṣe ti wà fún okùn tó so ètò ọrọ̀ ajé ọnà méjì tí Moldova pín sí, láìbìkítà nípa pé ìṣòro ìdúnàdúrà òṣèlú wà nílẹ̀.",Economic links have been re-established between these two parts of Moldova despite the failure in political negotiations.
Ẹ̀sìn gbòógì tó wà ní Moldova ni ẹ̀sìn kìrìsìsítíẹ́nì elérò tótọ́.,The major religion in Moldova is Orthodox Christian.
"Ismir ni ìlú tó Tobi jùlọ ní Toki pẹ̀lú èyàn bíi mílíọ́nù 3.7, o ní ebute tó tóbi jù lẹ́yìn Istanbuli àti ile iṣẹ́ ìrìn àjò tó dáa.","İzmir is the third largest city in Turkey with a population of around 3.7 million, the second biggest port after Istanbul, and a very good transport hub."
"Nígbà àtijó ìlú Smyrna, ní báyìí ó jẹ ibùdó ìgbàlódé, ìdàgbàsókè tí o kún fún ìṣòwò, tí a yíká pẹ̀lú omi àti àwọn òkè.","Once the ancient city of Smyrna, it is now a modern, developed, and busy commercial center, set around a huge bay and surrounded by mountains."
"Àwọn boulevard to fe, ile ti o ni jigi ni iwaju ati oja igbalode ni a fi aja oni taili pupa seso won, oja senturi kejìdílógún, ati awon mọ́ṣáláṣí ati ṣọ́ọ̀si, biotilejepe ilu naa ni afefe to ile Yuropi Mediteraniani ju ile Turkeyi ibile lo.","The broad boulevards, glass-fronted buildings and modern shopping centers are dotted with traditional red-tiled roofs, the 18th century market, and old mosques and churches, although the city has an atmosphere more of Mediterranean Europe than traditional Turkey."
Abúlé Haldarsvikṣe àfihàn ìwòye nítòsí erékùsù Eysturoy o sì tún ní ilé ìjọsìn onígun mẹjọ tí kò̀ wọ́pọ̀.,The village of Haldarsvík offer views of the nearby island Eysturoy and has an unusual octagonal church.
"Ní àgbàlá ilé ìjọsìn, àwọn àwòrán dídán tò ní àdàbà tó yani lẹ́nu wà lórí àwọn ibojì kan.","In the churchyard, there are interesting marble sculptures of doves over some tombs."
O tó ìdajì wákàtí kan láti rin abúlé ìyàlénu já.,It's worth half an hour to stroll about the intriguing village.
"Sí àríwá àti láàrín àwọn ibi tí kò nù ni a ti rí ìlú Sintra tí ó rẹwà fún ìfẹ́ tí ó sì jẹ ojú ní gbèsè, ní èyí tí ó di gbajúgbajà fún àwọn ènìyàn láti ilẹ̀ òkèrè lẹ́yìn tí Lord Byron kọ nípa rẹ.",To the north and within easy reach is the romantic and fascinating town of Sintra and which was made famous to foreigners after a glowing account of its splendours recorded by Lord Byron.
Boosi Skotobi 403 ma n rin irin ajo deede lo si Sintra o ma n duro ni Kabo da Roka.,"Scotturb Bus 403 travels regularly to Sintra, stopping at Cabo da Roca."
